NM_001001398	ENSDARG00000009351	ENSDART00000016591
NM_212812	ENSDARG00000037758	ENSDART00000055006
NM_212812	ENSDARG00000116961	ENSDART00000191344
NM_212813	ENSDARG00000022048	ENSDART00000034852
NM_212813	ENSDARG00000110914	ENSDART00000192949
NM_212814	ENSDARG00000010169	ENSDART00000011143
NM_212815	ENSDARG00000103612	ENSDART00000165244
NM_212816	ENSDARG00000006840	ENSDART00000024379
NM_212817	ENSDARG00000038964	ENSDART00000056878
NM_212818	ENSDARG00000043236	ENSDART00000002166
NM_212820	ENSDARG00000009020	ENSDART00000164816
NM_212821	ENSDARG00000029668	ENSDART00000050534
NM_212822	ENSDARG00000018060	ENSDART00000170467
NM_212822	ENSDARG00000112255	ENSDART00000181401
NM_212823	ENSDARG00000104348	ENSDART00000168951
NM_212824	ENSDARG00000034375	ENSDART00000042963
NM_212825	ENSDARG00000042707	ENSDART00000062669
NM_212825	ENSDARG00000116331	ENSDART00000193986
NM_212826	ENSDARG00000004082	ENSDART00000125161
NM_212827	ENSDARG00000023712	ENSDART00000028225
NM_212828	ENSDARG00000027491	ENSDART00000105309
NM_212829	ENSDARG00000043011	ENSDART00000063152
NM_212830	ENSDARG00000006350	ENSDART00000085846
NM_212831	ENSDARG00000031095	ENSDART00000048985
NM_212831	ENSDARG00000113588	ENSDART00000181142
NM_212832	ENSDARG00000005108	ENSDART00000002622
NM_212833	ENSDARG00000000887	ENSDART00000000992
NM_212833	ENSDARG00000115346	ENSDART00000192868
NM_212834	ENSDARG00000023362	ENSDART00000028265
NM_212836	ENSDARG00000114554	ENSDART00000186290
NM_212837	ENSDARG00000001803	ENSDART00000090809
NM_212838	ENSDARG00000042722	ENSDART00000062684
NM_212840	ENSDARG00000052376	ENSDART00000074221
NM_212841	ENSDARG00000099069	ENSDART00000158355
NM_212842	ENSDARG00000044615	ENSDART00000065551
NM_212843	ENSDARG00000008186	ENSDART00000141943
NM_212844	ENSDARG00000098700	ENSDART00000169225
NM_212845	ENSDARG00000019253	ENSDART00000009549
NM_212846	ENSDARG00000045143	ENSDART00000066384
NM_212846	ENSDARG00000109554	ENSDART00000169417
NM_212847	ENSDARG00000028159	ENSDART00000125925
NM_212848	ENSDARG00000053854	ENSDART00000126027
NM_212848	ENSDARG00000116102	ENSDART00000075966
NM_212849	ENSDARG00000068981	ENSDART00000180260
NM_212850	ENSDARG00000005095	ENSDART00000014274
NM_212851	ENSDARG00000058924	ENSDART00000081878
NM_212851	ENSDARG00000110816	ENSDART00000185554
NM_212851	ENSDARG00000115109	ENSDART00000188324
NM_212852	ENSDARG00000029546	ENSDART00000043382
NM_212854	ENSDARG00000030547	ENSDART00000044986
NM_212855	ENSDARG00000030616	ENSDART00000103982
NM_212855	ENSDARG00000116760	ENSDART00000030825
NM_212856	ENSDARG00000021556	ENSDART00000180305
NM_212857	ENSDARG00000091555	ENSDART00000168698
NM_212857	ENSDARG00000114550	ENSDART00000188949
NM_212858	ENSDARG00000040261	ENSDART00000105394
NM_212859	ENSDARG00000009511	ENSDART00000025847
NM_212860	ENSDARG00000041858	ENSDART00000061336
NM_212861	ENSDARG00000087666	ENSDART00000137896
NM_212862	ENSDARG00000059233	ENSDART00000048978
NM_212863	ENSDARG00000019516	ENSDART00000128793
NM_212864	ENSDARG00000024211	ENSDART00000134720
NM_212865	ENSDARG00000102995	ENSDART00000161826
NM_212866	ENSDARG00000069432	ENSDART00000099003
NM_212867	ENSDARG00000032261	ENSDART00000040680
NM_212868	ENSDARG00000001634	ENSDART00000009695
NM_212869	ENSDARG00000016200	ENSDART00000036513
NM_212870	ENSDARG00000018944	ENSDART00000025820
NM_212872	ENSDARG00000093978	ENSDART00000036148
NM_212872	ENSDARG00000111468	ENSDART00000185971
NM_212873	ENSDARG00000040528	ENSDART00000101829
NM_212874	ENSDARG00000098853	ENSDART00000173209
NM_212876	ENSDARG00000099774	ENSDART00000172015
NM_212878	ENSDARG00000016233	ENSDART00000019392
NM_212879	ENSDARG00000027658	ENSDART00000030643
NM_212880	ENSDARG00000102009	ENSDART00000172175
NM_212881	ENSDARG00000010231	ENSDART00000012039
NM_212882	ENSDARG00000103783	ENSDART00000160564
NM_212883	ENSDARG00000025595	ENSDART00000147582
NM_212885	ENSDARG00000016059	ENSDART00000021065
NM_212885	ENSDARG00000114966	ENSDART00000190155
NM_212886	ENSDARG00000018178	ENSDART00000020970
NM_212887	ENSDARG00000014731	ENSDART00000098734
NM_212889	ENSDARG00000090783	ENSDART00000100199
NM_212891	ENSDARG00000030957	ENSDART00000045099
NM_212891	ENSDARG00000109994	ENSDART00000187383
NM_212892	ENSDARG00000043884	ENSDART00000064439
NM_212893	ENSDARG00000010267	ENSDART00000124724
NM_212894	ENSDARG00000054942	ENSDART00000103602
NM_212895	ENSDARG00000018077	ENSDART00000129963
NM_212895	ENSDARG00000114983	ENSDART00000188677
NM_212896	ENSDARG00000042833	ENSDART00000008170
NM_212897	ENSDARG00000070584	ENSDART00000037379
NM_212898	ENSDARG00000022399	ENSDART00000034705
NM_212899	ENSDARG00000008097	ENSDART00000002985
NM_212900	ENSDARG00000113250	ENSDART00000187285
NM_212901	ENSDARG00000105123	ENSDART00000162755
NM_212902	ENSDARG00000069478	ENSDART00000101159
NM_212902	ENSDARG00000115362	ENSDART00000186821
NM_212903	ENSDARG00000041397	ENSDART00000060689
NM_212903	ENSDARG00000114220	ENSDART00000181889
NM_212904	ENSDARG00000002190	ENSDART00000018472
NM_212905	ENSDARG00000014015	ENSDART00000018504
NM_212906	ENSDARG00000018593	ENSDART00000022325
NM_212907	ENSDARG00000055395	ENSDART00000077751
NM_212908	ENSDARG00000100055	ENSDART00000170752
NM_212909	ENSDARG00000093176	ENSDART00000007636
NM_212910	ENSDARG00000044039	ENSDART00000064657
NM_212912	ENSDARG00000046022	ENSDART00000067666
NM_212913	ENSDARG00000029179	ENSDART00000043341
NM_212914	ENSDARG00000032705	ENSDART00000013642
NM_212915	ENSDARG00000024933	ENSDART00000035150
NM_212916	ENSDARG00000006192	ENSDART00000033103
NM_212917	ENSDARG00000102283	ENSDART00000167048
NM_212918	ENSDARG00000103759	ENSDART00000165949
NM_212919	ENSDARG00000033179	ENSDART00000041289
NM_212919	ENSDARG00000114077	ENSDART00000182171
NM_212919	ENSDARG00000116817	ENSDART00000182873
NM_212920	ENSDARG00000005218	ENSDART00000004848
NM_212921	ENSDARG00000018459	ENSDART00000020204
NM_212922	ENSDARG00000022648	ENSDART00000034690
NM_212923	ENSDARG00000036870	ENSDART00000053535
NM_212923	ENSDARG00000112965	ENSDART00000185890
NM_212924	ENSDARG00000104138	ENSDART00000157833
NM_212925	ENSDARG00000038910	ENSDART00000132549
NM_212926	ENSDARG00000100919	ENSDART00000171841
NM_212927	ENSDARG00000017571	ENSDART00000022481
NM_212928	ENSDARG00000022689	ENSDART00000037808
NM_212929	ENSDARG00000005713	ENSDART00000043403
NM_212931	ENSDARG00000038000	ENSDART00000055385
NM_212932	ENSDARG00000071426	ENSDART00000105584
NM_212932	ENSDARG00000109955	ENSDART00000193868
NM_212933	ENSDARG00000012591	ENSDART00000019063
NM_212934	ENSDARG00000005485	ENSDART00000171904
NM_212935	ENSDARG00000027009	ENSDART00000126470
NM_212935	ENSDARG00000112673	ENSDART00000192540
NM_212936	ENSDARG00000074671	ENSDART00000100327
NM_212937	ENSDARG00000006003	ENSDART00000013961
NM_212938	ENSDARG00000045019	ENSDART00000082325
NM_212939	ENSDARG00000098239	ENSDART00000161011
NM_212940	ENSDARG00000071478	ENSDART00000105721
NM_212941	ENSDARG00000100097	ENSDART00000172238
NM_212942	ENSDARG00000005284	ENSDART00000124455
NM_212943	ENSDARG00000039008	ENSDART00000140799
NM_212944	ENSDARG00000105208	ENSDART00000159912
NM_212945	ENSDARG00000039667	ENSDART00000057983
NM_212946	ENSDARG00000029600	ENSDART00000047740
NM_212946	ENSDARG00000110405	ENSDART00000183067
NM_212947	ENSDARG00000033987	ENSDART00000147710
NM_212948	ENSDARG00000089976	ENSDART00000166864
NM_212949	ENSDARG00000091961	ENSDART00000145843
NM_212949	ENSDARG00000115353	ENSDART00000180760
NM_212950	ENSDARG00000093738	ENSDART00000146845
NM_212951	ENSDARG00000025567	ENSDART00000035062
NM_212952	ENSDARG00000100588	ENSDART00000163327
NM_212953	ENSDARG00000041232	ENSDART00000060444
NM_212954	ENSDARG00000004861	ENSDART00000166976
NM_212955	ENSDARG00000069266	ENSDART00000176008
NM_212956	ENSDARG00000006566	ENSDART00000109790
NM_212957	ENSDARG00000053194	ENSDART00000075187
NM_212957	ENSDARG00000116591	ENSDART00000187113
NM_212958	ENSDARG00000009477	ENSDART00000143698
NM_212959	ENSDARG00000036721	ENSDART00000053325
NM_212960	ENSDARG00000099374	ENSDART00000188306
NM_212961	ENSDARG00000051916	ENSDART00000051003
NM_212962	ENSDARG00000030154	ENSDART00000162535
NM_212963	ENSDARG00000005350	ENSDART00000019521
NM_212964	ENSDARG00000039970	ENSDART00000058473
NM_212964	ENSDARG00000109719	ENSDART00000182022
NM_212965	ENSDARG00000096546	ENSDART00000150863
NM_212966	ENSDARG00000038446	ENSDART00000056103
NM_212967	ENSDARG00000017591	ENSDART00000145068
NM_212967	ENSDARG00000112098	ENSDART00000010526
NM_212968	ENSDARG00000018441	ENSDART00000004462
NM_212969	ENSDARG00000036471	ENSDART00000052992
NM_212970	ENSDARG00000008637	ENSDART00000015251
NM_212972	ENSDARG00000104018	ENSDART00000172320
NM_212973	ENSDARG00000022418	ENSDART00000034004
NM_212974	ENSDARG00000021372	ENSDART00000022688
NM_212975	ENSDARG00000044924	ENSDART00000066033
NM_212976	ENSDARG00000041505	ENSDART00000101470
NM_212977	ENSDARG00000015111	ENSDART00000019957
NM_212977	ENSDARG00000116665	ENSDART00000101224
NM_212979	ENSDARG00000045200	ENSDART00000173270
NM_212980	ENSDARG00000029011	ENSDART00000019442
NM_212982	ENSDARG00000007885	ENSDART00000020946
NM_212983	ENSDARG00000023303	ENSDART00000039386
NM_212983	ENSDARG00000114732	ENSDART00000179729
NM_212985	ENSDARG00000101914	ENSDART00000166294
NM_212986	ENSDARG00000008884	ENSDART00000124499
NM_212986	ENSDARG00000117138	ENSDART00000182833
NM_212988	ENSDARG00000021702	ENSDART00000185348
NM_212989	ENSDARG00000056059	ENSDART00000078484
NM_212989	ENSDARG00000115814	ENSDART00000188647
NM_212990	ENSDARG00000017445	ENSDART00000005119
NM_212991	ENSDARG00000007034	ENSDART00000133156
NM_212992	ENSDARG00000069044	ENSDART00000100156
NM_212993	ENSDARG00000040439	ENSDART00000104717
NM_212994	ENSDARG00000018914	ENSDART00000097919
NM_212995	ENSDARG00000016399	ENSDART00000022765
NM_212996	ENSDARG00000020504	ENSDART00000146211
NM_212998	ENSDARG00000009250	ENSDART00000010081
NM_212999	ENSDARG00000002748	ENSDART00000136361
NM_213000	ENSDARG00000101735	ENSDART00000172624
NM_213001	ENSDARG00000038801	ENSDART00000146624
NM_213002	ENSDARG00000053912	ENSDART00000076030
NM_213003	ENSDARG00000025254	ENSDART00000148961
NM_213005	ENSDARG00000005085	ENSDART00000014098
NM_213008	ENSDARG00000079110	ENSDART00000111623
NM_213010	ENSDARG00000038900	ENSDART00000132125
NM_213011	ENSDARG00000013856	ENSDART00000003035
NM_213013	ENSDARG00000018461	ENSDART00000009687
NM_213014	ENSDARG00000023394	ENSDART00000038602
NM_213015	ENSDARG00000057691	ENSDART00000080413
NM_213015	ENSDARG00000111226	ENSDART00000171062
NM_213016	ENSDARG00000009342	ENSDART00000145815
NM_213017	ENSDARG00000013056	ENSDART00000008590
NM_213018	ENSDARG00000005456	ENSDART00000014632
NM_213018	ENSDARG00000110223	ENSDART00000169463
NM_213018	ENSDARG00000116933	ENSDART00000130282
NM_213019	ENSDARG00000092798	ENSDART00000074814
NM_213020	ENSDARG00000027316	ENSDART00000034441
NM_213021	ENSDARG00000043665	ENSDART00000064112
NM_213022	ENSDARG00000067626	ENSDART00000080486
NM_213023	ENSDARG00000008735	ENSDART00000125561
NM_213024	ENSDARG00000058454	ENSDART00000081325
NM_213025	ENSDARG00000056108	ENSDART00000055019
NM_213025	ENSDARG00000116304	ENSDART00000182410
NM_213026	ENSDARG00000005359	ENSDART00000018503
NM_213027	ENSDARG00000104940	ENSDART00000157455
NM_213028	ENSDARG00000056008	ENSDART00000078423
NM_213030	ENSDARG00000045014	ENSDART00000066177
NM_213031	ENSDARG00000027744	ENSDART00000036939
NM_213032	ENSDARG00000035987	ENSDART00000052240
NM_213033	ENSDARG00000019332	ENSDART00000080510
NM_213033	ENSDARG00000110786	ENSDART00000181493
NM_213033	ENSDARG00000113951	ENSDART00000182289
NM_213034	ENSDARG00000035860	ENSDART00000133109
NM_213035	ENSDARG00000038059	ENSDART00000184651
NM_213036	ENSDARG00000103163	ENSDART00000165868
NM_213037	ENSDARG00000032997	ENSDART00000046781
NM_213038	ENSDARG00000103038	ENSDART00000167649
NM_213039	ENSDARG00000018898	ENSDART00000009952
NM_213041	ENSDARG00000100597	ENSDART00000162771
NM_213042	ENSDARG00000034215	ENSDART00000046530
NM_213045	ENSDARG00000045618	ENSDART00000067082
NM_213045	ENSDARG00000115484	ENSDART00000181035
NM_213046	ENSDARG00000099888	ENSDART00000166021
NM_213047	ENSDARG00000037109	ENSDART00000110270
NM_213048	ENSDARG00000075323	ENSDART00000112167
NM_213050	ENSDARG00000100635	ENSDART00000172459
NM_213051	ENSDARG00000007216	ENSDART00000015777
NM_213052	ENSDARG00000038881	ENSDART00000056767
NM_213053	ENSDARG00000018904	ENSDART00000025423
NM_213054	ENSDARG00000037281	ENSDART00000054230
NM_213054	ENSDARG00000114705	ENSDART00000127889
NM_213057	ENSDARG00000039093	ENSDART00000167859
NM_213058	ENSDARG00000103846	ENSDART00000169404
NM_213059	ENSDARG00000105102	ENSDART00000184507
NM_213060	ENSDARG00000016904	ENSDART00000023676
NM_213062	ENSDARG00000037559	ENSDART00000054691
NM_213063	ENSDARG00000025507	ENSDART00000008047
NM_213064	ENSDARG00000029292	ENSDART00000048655
NM_213066	ENSDARG00000101482	ENSDART00000160690
NM_213066	ENSDARG00000116757	ENSDART00000189490
NM_213067	ENSDARG00000100515	ENSDART00000160712
NM_213068	ENSDARG00000054272	ENSDART00000098889
NM_213069	ENSDARG00000105142	ENSDART00000170758
NM_213070	ENSDARG00000027169	ENSDART00000036906
NM_213071	ENSDARG00000030092	ENSDART00000043938
NM_213072	ENSDARG00000068123	ENSDART00000098319
NM_213073	ENSDARG00000014292	ENSDART00000021997
NM_213074	ENSDARG00000011945	ENSDART00000027850
NM_213075	ENSDARG00000004830	ENSDART00000003947
NM_213076	ENSDARG00000058230	ENSDART00000081059
NM_213076	ENSDARG00000115202	ENSDART00000184091
NM_213077	ENSDARG00000103409	ENSDART00000169317
NM_213078	ENSDARG00000043211	ENSDART00000063434
NM_213079	ENSDARG00000053810	ENSDART00000075905
NM_213079	ENSDARG00000113662	ENSDART00000126372
NM_213080	ENSDARG00000100741	ENSDART00000160060
NM_213081	ENSDARG00000042489	ENSDART00000062309
NM_213083	ENSDARG00000026771	ENSDART00000033024
NM_213083	ENSDARG00000114061	ENSDART00000190869
NM_213083	ENSDARG00000116237	ENSDART00000184731
NM_213084	ENSDARG00000103404	ENSDART00000165380
NM_213084	ENSDARG00000110434	ENSDART00000184360
NM_213085	ENSDARG00000020529	ENSDART00000004031
NM_213087	ENSDARG00000070682	ENSDART00000104031
NM_213087	ENSDARG00000109313	ENSDART00000179917
NM_213088	ENSDARG00000099177	ENSDART00000172046
NM_213090	ENSDARG00000058348	ENSDART00000081196
NM_213091	ENSDARG00000098753	ENSDART00000172618
NM_213092	ENSDARG00000099148	ENSDART00000172515
NM_213093	ENSDARG00000037318	ENSDART00000124539
NM_213094	ENSDARG00000039914	ENSDART00000058384
NM_213095	ENSDARG00000027070	ENSDART00000150134
NM_213097	ENSDARG00000060921	ENSDART00000044559
NM_213097	ENSDARG00000114917	ENSDART00000193687
NM_213099	ENSDARG00000016903	ENSDART00000019750
NM_213100	ENSDARG00000031138	ENSDART00000042271
NM_213101	ENSDARG00000045802	ENSDART00000067323
NM_213101	ENSDARG00000116387	ENSDART00000182449
NM_213102	ENSDARG00000036055	ENSDART00000052342
NM_213103	ENSDARG00000101047	ENSDART00000168167
NM_213104	ENSDARG00000030237	ENSDART00000023470
NM_213104	ENSDARG00000110406	ENSDART00000193903
NM_213107	ENSDARG00000041182	ENSDART00000060363
NM_213108	ENSDARG00000043542	ENSDART00000063923
NM_213108	ENSDARG00000112517	ENSDART00000182750
NM_213109	ENSDARG00000019924	ENSDART00000014088
NM_213110	ENSDARG00000028327	ENSDART00000030211
NM_213111	ENSDARG00000016474	ENSDART00000028044
NM_213112	ENSDARG00000068587	ENSDART00000099248
NM_213113	ENSDARG00000102317	ENSDART00000168874
NM_213117	ENSDARG00000024276	ENSDART00000104693
NM_213118	ENSDARG00000070913	ENSDART00000104493
NM_213119	ENSDARG00000052994	ENSDART00000074950
NM_213119	ENSDARG00000113235	ENSDART00000184851
NM_213120	ENSDARG00000027978	ENSDART00000148632
NM_213122	ENSDARG00000004588	ENSDART00000026992
NM_213123	ENSDARG00000042816	ENSDART00000062845
NM_213124	ENSDARG00000028119	ENSDART00000035905
NM_213125	ENSDARG00000055912	ENSDART00000078316
NM_213126	ENSDARG00000015887	ENSDART00000124748
NM_213127	ENSDARG00000076074	ENSDART00000123601
NM_213127	ENSDARG00000109308	ENSDART00000185176
NM_213128	ENSDARG00000101082	ENSDART00000161017
NM_213129	ENSDARG00000035399	ENSDART00000160504
NM_213129	ENSDARG00000111289	ENSDART00000186467
NM_213130	ENSDARG00000058226	ENSDART00000132995
NM_213131	ENSDARG00000043371	ENSDART00000063662
NM_213132	ENSDARG00000020364	ENSDART00000051313
NM_213132	ENSDARG00000111266	ENSDART00000182643
NM_213133	ENSDARG00000039034	ENSDART00000056987
NM_213135	ENSDARG00000098589	ENSDART00000165290
NM_213137	ENSDARG00000026845	ENSDART00000040645
NM_213138	ENSDARG00000014361	ENSDART00000013839
NM_213139	ENSDARG00000051986	ENSDART00000059227
NM_213140	ENSDARG00000013732	ENSDART00000067053
NM_213141	ENSDARG00000030465	ENSDART00000048206
NM_213141	ENSDARG00000113008	ENSDART00000181728
NM_213142	ENSDARG00000045422	ENSDART00000066794
NM_213143	ENSDARG00000012848	ENSDART00000004521
NM_213144	ENSDARG00000029248	ENSDART00000081442
NM_213145	ENSDARG00000075758	ENSDART00000112394
NM_213146	ENSDARG00000009534	ENSDART00000016369
NM_213147	ENSDARG00000038865	ENSDART00000056745
NM_213148	ENSDARG00000109510	ENSDART00000182032
NM_213149	ENSDARG00000028396	ENSDART00000028373
NM_213150	ENSDARG00000030530	ENSDART00000048890
NM_213151	ENSDARG00000068978	ENSDART00000099984
NM_213152	ENSDARG00000102332	ENSDART00000160223
NM_213153	ENSDARG00000005464	ENSDART00000104425
NM_213153	ENSDARG00000115057	ENSDART00000192381
NM_213153	ENSDARG00000116398	ENSDART00000193062
NM_213154	ENSDARG00000021346	ENSDART00000006513
NM_213155	ENSDARG00000026967	ENSDART00000033871
NM_213156	ENSDARG00000027063	ENSDART00000033713
NM_213157	ENSDARG00000039931	ENSDART00000058407
NM_213158	ENSDARG00000023963	ENSDART00000123125
NM_213159	ENSDARG00000044267	ENSDART00000064995
NM_213160	ENSDARG00000019160	ENSDART00000099723
NM_213161	ENSDARG00000003818	ENSDART00000022179
NM_213162	ENSDARG00000018478	ENSDART00000013863
NM_213163	ENSDARG00000020218	ENSDART00000012944
NM_213164	ENSDARG00000005560	ENSDART00000020122
NM_213165	ENSDARG00000111877	ENSDART00000184565
NM_213166	ENSDARG00000010965	ENSDART00000015479
NM_213167	ENSDARG00000036593	ENSDART00000180435
NM_213168	ENSDARG00000028335	ENSDART00000028885
NM_213170	ENSDARG00000037284	ENSDART00000054237
NM_213170	ENSDARG00000113517	ENSDART00000180383
NM_213172	ENSDARG00000017602	ENSDART00000020603
NM_213174	ENSDARG00000059305	ENSDART00000082390
NM_213176	ENSDARG00000011510	ENSDART00000010647
NM_213176	ENSDARG00000115981	ENSDART00000170713
NM_213178	ENSDARG00000037158	ENSDART00000054026
NM_213179	ENSDARG00000020114	ENSDART00000010993
NM_213179	ENSDARG00000113616	ENSDART00000163407
NM_213180	ENSDARG00000015657	ENSDART00000012758
NM_213181	ENSDARG00000039997	ENSDART00000035538
NM_213182	ENSDARG00000040510	ENSDART00000152521
NM_213183	ENSDARG00000101161	ENSDART00000171313
NM_213184	ENSDARG00000005481	ENSDART00000130107
NM_213185	ENSDARG00000017235	ENSDART00000009609
NM_213186	ENSDARG00000031795	ENSDART00000048977
NM_213187	ENSDARG00000039851	ENSDART00000058290
NM_213188	ENSDARG00000010332	ENSDART00000024185
NM_213189	ENSDARG00000003584	ENSDART00000016090
NM_213190	ENSDARG00000018569	ENSDART00000002493
NM_213191	ENSDARG00000098361	ENSDART00000166945
NM_213192	ENSDARG00000020956	ENSDART00000024084
NM_213192	ENSDARG00000110463	ENSDART00000183341
NM_213193	ENSDARG00000053571	ENSDART00000075619
NM_213194	ENSDARG00000014463	ENSDART00000005263
NM_213194	ENSDARG00000109684	ENSDART00000192197
NM_213194	ENSDARG00000114279	ENSDART00000189078
NM_213196	ENSDARG00000014386	ENSDART00000024064
NM_213197	ENSDARG00000015538	ENSDART00000044859
NM_213198	ENSDARG00000021579	ENSDART00000037670
NM_213200	ENSDARG00000055455	ENSDART00000058503
NM_213200	ENSDARG00000110942	ENSDART00000188122
NM_213201	ENSDARG00000074466	ENSDART00000103748
NM_213202	ENSDARG00000002696	ENSDART00000005547
NM_213203	ENSDARG00000095751	ENSDART00000002242
NM_213204	ENSDARG00000036044	ENSDART00000052331
NM_213205	ENSDARG00000018432	ENSDART00000017142
NM_213206	ENSDARG00000041411	ENSDART00000060706
NM_213206	ENSDARG00000111948	ENSDART00000185939
NM_213208	ENSDARG00000013307	ENSDART00000121728
NM_213210	ENSDARG00000029043	ENSDART00000050125
NM_213211	ENSDARG00000059150	ENSDART00000170410
NM_213212	ENSDARG00000008030	ENSDART00000113505
NM_213213	ENSDARG00000009612	ENSDART00000067817
NM_213214	ENSDARG00000010238	ENSDART00000003983
NM_213215	ENSDARG00000034470	ENSDART00000042200
NM_213216	ENSDARG00000019223	ENSDART00000011910
NM_213219	ENSDARG00000099635	ENSDART00000162466
NM_213221	ENSDARG00000068214	ENSDART00000129351
NM_213222	ENSDARG00000003270	ENSDART00000074068
NM_213223	ENSDARG00000035715	ENSDART00000051804
